Sources,Authentication Services operational,Authentication Services degraded,Authentication Services unresponsive,Availability Item Filter operational,Availability Item Filter degraded,Availability Item Filter unresponsive,Bid and Buy Service operational,Bid and Buy Service degraded,Bid and Buy Service unresponsive,Buy Now Item Filter operational,Buy Now Item Filter degraded,Buy Now Item Filter unresponsive,Category Item Filter operational,Category Item Filter degraded,Category Item Filter unresponsive,Comment Item Filter operational,Comment Item Filter degraded,Comment Item Filter unresponsive,Future Sales Item Filter operational,Future Sales Item Filter degraded,Future Sales Item Filter unresponsive,Inventory Service operational,Inventory Service degraded,Inventory Service unresponsive,Item Management Service operational,Item Management Service degraded,Item Management Service unresponsive,Last Second Sales Item Filter operational,Last Second Sales Item Filter degraded,Last Second Sales Item Filter unresponsive,Past Sales Item Filter operational,Past Sales Item Filter degraded,Past Sales Item Filter unresponsive,Persistence Service operational,Persistence Service degraded,Persistence Service unresponsive,Query Service operational,Query Service degraded,Query Service unresponsive,Recommendation Item Filter operational,Recommendation Item Filter degraded,Recommendation Item Filter unresponsive,Region Item Filter operational,Region Item Filter degraded,Region Item Filter unresponsive,Reputation Service operational,Reputation Service degraded,Reputation Service unresponsive,Seller Reputation Item Filter operational,Seller Reputation Item Filter degraded,Seller Reputation Item Filter unresponsive,User Management Service operational,User Management Service degraded,User Management Service unresponsive,Supervisory Component operational,Supervisory Component degraded,Supervisory Component unresponsive
Reputation Service operational,0.18852459035718824,0.024590165032346907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2213114724320003,0.06557376912303944,0.0,0.2377049206241774,0.04918032607603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17213114977971816,0.02459016340253243,0.016393443172959234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reputation Service degraded,0.037037036854349566,0.03703703354298057,0.07407407638193989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185185190066644,0.03703703875148818,0.0,0.11111111239120047,0.11111110987318037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222219366934,0.18518518020152347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reputation Service unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000062864274,0.49999999371357273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6660682227876683,0.1131059242247521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005385996398263376,0.0,0.0,0.0,0.14362657025752554,0.06104129322593774,0.010771993105852905,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter degraded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666397747287,0.0,0.4333333310484888,0.08333333180247189,0.008333333555880616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666230885342,0.016666666549087196,0.0,0.0,0.0,0.0,0.258333337069683,0.10000000044315428,0.06666666690260169,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666667473489495,0.0,0.04166666698842565,0.04166666491235244,0.0833333344813177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666584367499,0.0,0.0,0.0,0.49999999825377034,0.04166666834660444,0.2083333337003649,0.0,0.0,0.0,0.0,0.0,0.0
User Management Service operational,0.1578947364855344,0.06766917208427402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24812030083427666,0.0751879701476524,0.0,0.2030075181189681,0.04511278224264479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1278195480728509,0.0451127830549261,0.022556391588734265,0.0,0.0,0.007518797370138324
User Management Service degraded,0.2068965512861616,0.03448275922477578,0.034482758759114496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13793102964121035,0.0,0.0,0.10344827850930625,0.034482759272947645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24137930680170452,0.13793103665824388,0.06896551984653547,0.0,0.0,0.0
User Management Service unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285817301392,0.14285714150767537,0.14285714676299566,0.0,0.0,0.14285712999918984
Supervisory Component operational,0.12244897974425327,0.01275510229202323,0.0,0.0,0.0,0.0,0.1033163258165017,0.02678571470211968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12627551003670123,0.016581632574374217,0.0,0.12117346919081028,0.02551020430191749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09821428544874489,0.016581632944408634,0.0,0.0,0.0,0.0,0.10459183645488021,0.020408163094901448,0.0,0.1364795927459293,0.05739795897324947,0.011479591679184914
Supervisory Component degraded,0.0989011003080077,0.021978021966297508,0.0,0.0,0.0,0.0,0.07142857076681337,0.010989010408747873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989010713218736,0.0,0.0,0.10439560398363101,0.021978022071199206,0.0,0.09340659357232459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005494505655963037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09340659432966383,0.021978021459698974,0.0,0.0,0.0,0.0,0.11538461423630567,0.010989011381007696,0.005494505126337297,0.18131868211042093,0.09890109954299284,0.03296703236736965
Supervisory Component unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758743057174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551830503597,0.0,0.03448276100713455,0.0,0.0,0.0,0.0,0.034482759867067204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896552084208718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448276100713455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4482758642378066,0.0689655144512874,0.2068965415393893
